_id,item_name,image_src,ratings,content_text,customer_name,review_count
6631aa0967ac88171f5a9dfb,발매트 - Smile Rainbow,https://wiggle-wiggle.com/web/product/small/202212/2e0c4a06a7c85f46eb223341d1f8c919.jpg,4.9,너무 귀여워요 아이방에 침대에서 내려올때 쿵 방지위해 놔뒀는데 방인테리어가 화사해졌어요 ^^,이**,783
6631aa0967ac88171f5a9dfc,자수케이스 - Smile We Love_Checkerboard,https://wiggle-wiggle.com/web/product/small/202108/b3c32c97775fa67d267c2c8bde71137c.jpg,4.9,케이스는 이쁜데 딱 맞지가 않고 위에 들뜸이 있어요 사용하는데 크게 불편하진 않지만 자꾸 틈 사이로 핸드폰 경계부분이 보여서 혹시나 떨치기라도 하면 손상이 있을까바 걱정은되요ㅜㅜ,**,83
6631aa0d67ac88171f5a9dfd,리유저블 파티컵 세트 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202310/a92b7aa65366136ce5745c4d915334b4.jpg,4.9,병과 잔이 세트라 수납할때도 부담없고 뭘 담아도 예쁠것 같아요. 박스는 또 왜이리 예쁜건지...물건사고 박스 버리기 아깝기는 처음이네요.ㅎㅎ,Jin**,916
6631aa0d67ac88171f5a9dfe,[락앤락X위글위글] 메트로 텀블러,https://wiggle-wiggle.com/web/product/small/202402/adc2556fe78509826e3519d18bcbdfe2.jpg,5.0,실물 짱이뻐요 근데 하루 만에 까졌어요 잘 안까지게 만들어주세요 아이가 메트로 텀블러가 더 이쁘데요 살짝 무거운 감이있는데 아이는 상관없다고~~ㅋ 이쁘니까 더이상 안까짐 좋겠어요,송**,640
6631aa0d67ac88171f5a9dff,스트랩 텀블러 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202209/85c3ab221c31895c90cd1a172fd50573.jpg,5.0,이쁜데 잘까질듯 아이 물통으로 시켰어요 아이라 조심성이 없어 걱정되네요 ~~ 이뻐서 2개 다 시켰는데 텀블러 너무 이뻐요,송**,515
6631aa0d67ac88171f5a9e00,소프트키링 - Smile We Love,https://wigglewiggle20.cafe24.com/web/product/tiny/202108/f2bc621fb9cfc3ad91b23f565d29bc0f.jpg,4.9,둘이 세뚜세뚜 파우치랑 키링이 너무 세트 같이 이쁘네요 울딸 너무 맘에든다고 소리지름~~ ㅋㅋ 나머지 물건들도 빨리 받고 싶어요,송**,499
6631aa0d67ac88171f5a9e01,풀림방지 실리콘참 3 SET - Smile We Love,https://wiggle-wiggle.com/web/product/small/202302/9c9928b28b66ec199064ea9edc609606.jpg,4.9,너무 예뻐요!,이**,556
6631aa0d67ac88171f5a9e02,실리콘참(S) - 6종 SET,https://wiggle-wiggle.com/web/product/small/202302/4af024526893b6d81ef2247b4351b9ea.jpg,4.8,예쁩니다! 퀄리티도 좋고 만족해요,이**,316
6631aa0d67ac88171f5a9e03,스트랩 텀블러 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202209/85c3ab221c31895c90cd1a172fd50573.jpg,5.0,갖고싶었는데 구매기횔 놓쳤었는데 이번에 득템했네요 사진과 같이 넘 귀여워요~^^,최**,515
6631aa0d67ac88171f5a9e04,보냉백(S/L) - Wiggle Bear,https://wiggle-wiggle.com/web/product/small/202401/f6382aefff34e878e88c64c2715ed930.jpg,4.9,딱 원하던 작은 사이즈♡,구**,277
6631aa0d67ac88171f5a9e05,줄자,https://wiggle-wiggle.com/web/product/small/202401/b4ffd4aae1f771003e6c20a61301643f.jpg,4.9,줄자가 너무 이쁨,구**,832
6631aa0d67ac88171f5a9e06,리유저블 파티컵 세트 - Cherry & Bear,https://wiggle-wiggle.com/web/product/small/202305/8f31f9c8771cacdda37cfa0f15ca6f8d.png,4.9,파티용♡,구**,370
6631aa1267ac88171f5a9e07,타포린백(L) - Rainbow Crush Smile,https://wiggle-wiggle.com/web/product/small/202208/69d163da89f549d3b21e89dff1575b33.jpg,4.9,물놀이 용품 담기용 좋아요♡,구**,313
6631aa1267ac88171f5a9e08,타포린백(L) - Checkerboard,https://wiggle-wiggle.com/web/product/small/202307/b97885b14eb03048a5c0a852373714ab.jpg,4.9,아주 커요~물놀이 용품 막 담기에 좋아요♡ 똑딱이가 없어서 아ㅡ쉽,구**,225
6631aa1267ac88171f5a9e09,리유저블 파티컵 세트 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202310/a92b7aa65366136ce5745c4d915334b4.jpg,4.9,아이들 파티용으로 딱♡,구**,916
6631aa1267ac88171f5a9e0a,뽀글이홈슬리퍼 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202302/0e6dbbafe24b7eab5923eafb7c3827ce.jpg,4.9,색상이 너무 예뻐요♡ 고이 모셔뒀다가 추워지면 예쁘게 신을래요~♡,구**,457
6631aa1267ac88171f5a9e0b,타포린백(L) - Rainbow Crush Smile,https://wiggle-wiggle.com/web/product/small/202208/69d163da89f549d3b21e89dff1575b33.jpg,4.9,너무 예뻐서 겟,성**,313
6631aa1267ac88171f5a9e0c,타포린백(L) - Checkerboard,https://wiggle-wiggle.com/web/product/small/202307/b97885b14eb03048a5c0a852373714ab.jpg,4.9,여행다닐때 좋아요,성**,225
6631aa1267ac88171f5a9e0d,리유저블 쇼퍼백(S/M/L) - Teddy Bear,https://wiggle-wiggle.com/web/product/small/202401/38b7c2d88ad94c8fff3e366365df49b7.jpg,4.9,크기별로 쟁겨놓기,성**,620
6631aa1267ac88171f5a9e0e,손톱깎이 세트 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202402/b8ac7129184bf0346b4a64e046f06918.jpg,4.9,이렇게 귀여울 수 있나요?,성**,981
6631aa1267ac88171f5a9e0f,피크닉백 - Smile Check,https://wigglewiggle20.cafe24.com/web/product/tiny/202205/8134601c0c3bed9fcebdd03b4f77ebd9.jpg,4.9,여름에 비치가방으오 쓰기 너무 좋아요,성**,176
6631aa1267ac88171f5a9e10,리유저블 쇼퍼백(S/M/L) - Hound Tooth Check,https://wiggle-wiggle.com/web/product/small/202401/0ad1cce94c4b9d6c75ac6ec87ccc986d.jpg,4.9,종류별로 다 구매했어요,성**,799
6631aa1667ac88171f5a9e11,리유저블 쇼퍼백(S/M/L) - Teddy Bear,https://wiggle-wiggle.com/web/product/small/202401/38b7c2d88ad94c8fff3e366365df49b7.jpg,4.9,너무 귀엽고 튼튼해요,성**,620
6631aa1667ac88171f5a9e12,야간산책 LED펜던트,https://wiggle-wiggle.com/web/product/small/202401/28b7282df54212e8ceb9ebe4e09210b7.jpg,4.9,가방에 달았습니다 너무 귀엽네요 밤에 켜고 다니렵니다,tak dong h**,449
6631aa1767ac88171f5a9e13,그립톡 - Smile We Love,https://wiggle-wiggle.com/web/product/small/202108/aaeeca06063fe360132eb2a3505add54.jpg,4.9,너무 귀엽습니다 위글위글 세일할때 필요한것 구매하다가 충동구매 했는데 작고 소중하네요 ㅋ 핸드폰 아니어도 다른곳에 부착해서 걸이용으로 사용해도 좋을것 같습니다,tak dong h**,147
6631aa1767ac88171f5a9e14,투명우산 - Little Bear,https://wiggle-wiggle.com/web/product/small/202208/b993b3a2d433444737b393bbc561aeea.jpg,4.9,곰돌이 엉덩이가 보이는 사진이라도 .. 크기 생각보다 크고 너무 조아요 추천스 (2023-07-17 23:13:32 에 등록된 네이버 페이 구매평),네이버 페이 구매자,202
