_id,large_category,middle_category,small_category,image_url,title,old_price,new_price,discount_rate,review_count,isSoldout
66320074f77a808f79913666,digital,모바일,폰케이스,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202206/b711ae757764389aae283338e9674ad7.png,[주문제작] 투명케이스 - Happiness Wit Love,23000,17200,,78,false
66320074f77a808f79913667,digital,모바일,폰케이스,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202111/006ffb63f4e8e1f8007dfca48b04e6f6.jpg,[주문제작] 갤럭시Z플립 투명케이스,23000,17200,,118,false
66320074f77a808f79913668,digital,모바일,폰케이스,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202302/5486297a9ee680adaf0e8d6ac219c764.jpg,[주문제작] 투명케이스 - Sticker Pack,23000,17200,,208,false
66320074f77a808f79913669,digital,모바일,폰케이스,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202109/33868a3c9347da99700245bf4cda1693.jpg,[주문제작] 투명케이스 - Composition Book,23000,17200,,42,false
66320075f77a808f7991366a,digital,모바일,폰케이스,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202109/18e9436d2139b03a5908b15ef9df9424.jpg,[주문제작] 투명케이스 - Flower Bed,23000,17200,,96,false
6632007df77a808f7991366c,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202302/02145da1c1229917208140134d3e3d7e.jpg,빅그립톡 - Smile We Love,16800,14200,,302,false
6632007df77a808f7991366d,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202108/f52b469f1703df7630d0bcf8aeba5339.jpg,그립톡 - Smile We Love,14800,11800,,147,false
6632007df77a808f7991366e,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202205/f5d381cc8f431fe895b8dd172bf02d24.jpg,빅그립톡 - Bear,16800,14200,,145,false
6632007df77a808f7991366f,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202108/bbef3b2a9c478ea8097646066792594f.jpg,하트그립톡 - Bear,14800,9900,,83,false
6632007df77a808f79913670,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202108/3e16bd7412560dbc1fb29b969c28f5f4.jpg,하트그립톡 - Forever Love,14800,9900,,49,false
6632007df77a808f79913671,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202108/493ab2c02084e2920841b84bb9e12e64.jpg,하트그립톡 - Cat,14800,12500,,53,false
6632007ef77a808f79913672,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202307/13b881f17e576845f5d3d338aff00708.jpg,빅그립톡 - Calming Turtle,16800,11900,,12,false
6632007ef77a808f79913673,digital,모바일,그립톡,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202307/ca2923f5aef9720a207ec1fe87f5a7ae.jpg,빅그립톡 - Sweet Candy,16800,11900,,4,false
66320086f77a808f79913675,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/410c3c1f7131f9ea43d5c8e355af84ca.png,[앱코X위글위글] 키보드 - Color Mix,38200,38200,,404,false
66320086f77a808f79913676,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/c310d876f7ec03c32757b3b048a5df44.jpg,말랑 무선마우스,20100,18900,6%,164,false
66320086f77a808f79913677,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202402/c38fc5e366c560084765297618c266b5.jpg,마우스패드,4900,4900,,202,false
66320086f77a808f79913678,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202402/6d0bec7b96437d212e67f805b03399ac.jpg,마우스패드,4900,4900,,174,false
66320086f77a808f79913679,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202210/c652edd4886b4145e295f6b153d1ecd3.jpg,말랑 무선마우스 & 마우스패드 SET - Smile Bubble,25000,23500,6%,71,false
66320086f77a808f7991367a,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/5c579c4ed3ddcd16ffca89eb269a6295.jpg,[앱코X위글위글] 무선 키보드 & 키패드 & 마우스 SET,78800,69800,,9,false
66320086f77a808f7991367b,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202308/1bbc2564e839a831e9911555b61a30e2.jpg,[앱코X위글위글] 버티컬 마우스 - Ivory,49800,49800,,125,false
66320086f77a808f7991367c,digital,PC/노트북/패드,마우스/키보드,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202308/ecf4f99f65292988bf29064eb356ec9d.jpg,[앱코X위글위글] 버티컬 마우스 - Purple,49800,49800,,97,false
6632008ff77a808f7991367e,digital,PC/노트북/패드,파우치/가방,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/9e435025d82c1fe0415f9c661ee77853.jpg,포켓 에어팟 파우치,19800,15800,,185,false
6632008ff77a808f7991367f,digital,PC/노트북/패드,파우치/가방,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/0f4c880ef01ed9cbe6fe7869a4d26086.jpg,포켓 노트북파우치,49800,39800,,256,false
6632008ff77a808f79913680,digital,PC/노트북/패드,파우치/가방,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/b6f4f7c17cae60ab50ad8ba1e98925f2.jpg,포켓 아이패드 파우치,33000,26000,,153,false
6632008ff77a808f79913681,digital,PC/노트북/패드,파우치/가방,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202212/42d47aef0abd277ebc0b08551b44d8de.jpg,노트북 투웨이백 - Black,68000,59800,,187,false
66320098f77a808f79913683,digital,카메라,일회용 카메라,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/5011d97d0d06d1704da48ded5f6139f0.jpg,일회용 카메라,36000,28800,,36,false
663200a0f77a808f79913685,electronics,-,-,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/1cf62ed8482e75abb15a5d841150880b.jpg,[SK매직X위글위글] 미니 정수기,199000,199000,,,false
663200a0f77a808f79913686,electronics,-,-,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/c7481c06b0ca2d12a95bdfe840ebf808.jpg,[SK매직X위글위글] 초소형 직수 정수기,999999999999,999999999999,,,false
663200a9f77a808f79913688,family,키즈,의류,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202310/5b0b79ba679f9cd3044605d150be8c2b.jpg,키즈 로브 - Don't Panic,63000,54900,,129,false
663200b2f77a808f7991368a,family,키즈,잡화,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202310/eb3d5ed5458b72f86061d92516735c40.jpg,키즈 패턴 양말 6종 세트 - Daily Kids Socks,27200,24800,9%,126,false
663200b2f77a808f7991368b,family,키즈,잡화,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202403/f37e4c46fe0184c5e5c610451460c0ad.jpg,키즈 우산 - Cotton Candy,16800,15100,10%,279,false
663200b2f77a808f7991368c,family,키즈,잡화,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202402/5c1cef7d40c367624c0c5dcb24a69937.jpg,키즈 욕실슬리퍼(210) - Rainbow Smile,18600,16700,10%,27,false
663200b2f77a808f7991368d,family,키즈,잡화,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202402/6c9a1c434d5f83cd9d6f19266b7d07e3.jpg,키즈 욕실슬리퍼(195) - Cloud Bear,18600,16700,10%,24,false
663200bbf77a808f7991368f,family,펫,장난감,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202301/357b0054f29e256420c7e3b9f970508b.jpg,라텍스 해피토이 세트,19900,16900,,67,false
663200bbf77a808f79913690,family,펫,장난감,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202211/4cbb630b1568eceaea66f26d28f143fc.jpg,캣 스크래처 박스 - Cherry,9900,7900,,59,false
663200c5f77a808f79913692,family,펫,용품,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/43a872d86ac7437fd687cdba961f84bd.jpg,야간산책 LED펜던트,14800,13300,10%,570,false
663200c5f77a808f79913693,family,펫,용품,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202401/cf0000b98f89eb2964138e1df77221ee.jpg,리드줄,24600,15900,,87,false
663200c5f77a808f79913694,family,펫,용품,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202301/83d2080c3f87cb55da7f99bc7fb6b722.jpg,펫 해피 쿠션 - Space Trip,99000,66900,,72,false
663200c5f77a808f79913695,family,펫,용품,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202211/67388ff91976ba2cc79655f2aa874256.jpg,펫 해피 쿠션 - UFO,99000,66900,,75,false
663200c5f77a808f79913696,family,펫,용품,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202301/9591150617bfb65add732b25220100e2.jpg,펫 해피 쿠션 - Captain,129000,81900,,95,false
663200cef77a808f79913698,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/6807cea6adc6feb121246fe7b3809b58.jpg,[아레나X위글위글] 여성 수영복 -  Smile We Love Stripe,109000,109000,,,false
663200cef77a808f79913699,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/c7b6c4b97be0c2f4c3f61b1634deab17.jpg,[아레나X위글위글] 여성 수영복 -  Wiggle Land,109000,109000,,,false
663200cef77a808f7991369a,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/1f46a6f356ea37dc0dea331ae1c22dc7.jpg,[아레나X위글위글] 여성 수영복 -  Smile We Love Hound Tooth Check,109000,109000,,,false
663200cef77a808f7991369b,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/6df07fb9247b84bafa56aa55d0c5a02a.jpg,[아레나X위글위글] 여성 수영복 - Teddy Bear,109000,109000,,,false
663200cef77a808f7991369c,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/aced7fc80eb4feda0668f4023ac2d56f.jpg,[아레나X위글위글] 성인 수모 - Smile We Love Orange,23000,23000,,,false
663200cef77a808f7991369d,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/3f83a410874286f1d1a58f45bffba2c3.jpg,[아레나X위글위글] 성인 수모 - Wiggle Land Pink,23000,23000,,,false
663200cef77a808f7991369e,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/e5b492443ea9f3c883bc910ccd18fea7.jpg,[아레나X위글위글] 수영 가방,55000,55000,,2,false
663200cef77a808f7991369f,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/59a4b052269f0977ce857179c4b110a0.jpg,[아레나X위글위글] 수경 케이스,25000,25000,,2,false
663200cef77a808f799136a0,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/3a5712faacb01bbd88f30a2fcf530025.jpg,[아레나X위글위글] 성인 수모 - Smile We Love White,23000,23000,,1,false
663200cef77a808f799136a1,collabo,ARENA,여성 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/7c23cc477cbd707ce8b3da1ddfa7de09.jpg,[아레나X위글위글] 성인 수모 - Teddy Bear Blue,23000,23000,,,false
663200d7f77a808f799136a3,collabo,ARENA,키즈 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/94276fa4b4cf5b32e25d365e6c49dff6.jpg,[아레나X위글위글] 키즈 수영복 - Teddy Bear,89000,89000,,,false
663200d7f77a808f799136a4,collabo,ARENA,키즈 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/c766fa06bf1a30835fdf9441538fbab2.jpg,[아레나X위글위글] 키즈 수영복 - Smile We Love Stripe,89000,89000,,,false
663200d7f77a808f799136a5,collabo,ARENA,키즈 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/c52e09867a7f568a217b0dfa263fe71e.jpg,[아레나X위글위글] 키즈 수영복 - Smile We Love Hound Tooth Check,89000,89000,,,false
663200d7f77a808f799136a6,collabo,ARENA,키즈 수영복,https://cafe24img.poxo.com/wigglewiggle20/web/product/medium/202404/d3610525a4d7aec2d6e4fcdbb8346128.jpg,[아레나X위글위글] 키즈 수영복 - Wiggle Land,89000,89000,,1,false
663200dff77a808f799136a8,collabo,ARENA,수모/ACC,//wiggle-wiggle.com/web/product/medium/202404/59a4b052269f0977ce857179c4b110a0.jpg,[아레나X위글위글] 수경 케이스,25000,25000,,2,false
663200dff77a808f799136a9,collabo,ARENA,수모/ACC,//wiggle-wiggle.com/web/product/medium/202404/e5b492443ea9f3c883bc910ccd18fea7.jpg,[아레나X위글위글] 수영 가방,55000,55000,,2,false
663200dff77a808f799136aa,collabo,ARENA,수모/ACC,//wiggle-wiggle.com/web/product/medium/202404/3f83a410874286f1d1a58f45bffba2c3.jpg,[아레나X위글위글] 성인 수모 - Wiggle Land Pink,23000,23000,,,false
663200dff77a808f799136ab,collabo,ARENA,수모/ACC,//wiggle-wiggle.com/web/product/medium/202404/aced7fc80eb4feda0668f4023ac2d56f.jpg,[아레나X위글위글] 성인 수모 - Smile We Love Orange,23000,23000,,,false
663200dff77a808f799136ac,collabo,ARENA,수모/ACC,//wiggle-wiggle.com/web/product/medium/202404/7c23cc477cbd707ce8b3da1ddfa7de09.jpg,[아레나X위글위글] 성인 수모 - Teddy Bear Blue,23000,23000,,,false
663200dff77a808f799136ad,collabo,ARENA,수모/ACC,//wiggle-wiggle.com/web/product/medium/202404/3a5712faacb01bbd88f30a2fcf530025.jpg,[아레나X위글위글] 성인 수모 - Smile We Love White,23000,23000,,1,false
663200e8f77a808f799136af,collabo,Bellygom,-,//wiggle-wiggle.com/web/product/medium/202311/a47d7d3a37cee5216e3f62e54ea6db2d.jpg,[벨리곰X위글위글] 욕실 슬리퍼,21800,18900,,169,false
663200e8f77a808f799136b0,collabo,Bellygom,-,//wiggle-wiggle.com/web/product/medium/202311/0f6aff739e53049b3994092c31ee9f42.jpg,[벨리곰X위글위글] 차량용 방향제,32700,29800,9%,137,false
663200e8f77a808f799136b1,collabo,Bellygom,-,//wiggle-wiggle.com/web/product/medium/202401/d02e3ab53a0591b9c870f78f5c22e899.jpg,[벨리곰X위글위글] PVC 펜 - Twin Bears,4500,4500,,84,false
663200e8f77a808f799136b2,collabo,Bellygom,-,//wiggle-wiggle.com/web/product/medium/202311/d54146dab48215d1339309bf15ffa097.jpg,[벨리곰X위글위글] 발매트,29600,26900,9%,80,false
663200e8f77a808f799136b3,collabo,Bellygom,-,//wiggle-wiggle.com/web/product/medium/202311/6f250d660358301e495992e6da485d8d.jpg,[벨리곰X위글위글] 주차번호판,13800,13100,5%,52,false
663200e8f77a808f799136b4,collabo,Bellygom,-,//wiggle-wiggle.com/web/product/medium/202310/15b85bfbb0f4fd442163ca647eaf2e44.jpg,[벨리곰X위글위글] 스프링 노트 - Twin Bears,14500,13200,9%,31,false
663200f0f77a808f799136b6,collabo,Locknlock,-,//wiggle-wiggle.com/web/product/medium/202308/fa4962a95e802296be47a2c5715b6c73.jpg,[락앤락X위글위글] 쉐이크 텀블러 - Muscle Bear,24900,18500,,478,false
663200f0f77a808f799136b7,collabo,Locknlock,-,//wiggle-wiggle.com/web/product/medium/202402/43b1c80bfc2d2f0dee335ebe8f3c540c.jpg,[락앤락X위글위글] 메트로 텀블러,33000,27600,,640,false
663200f0f77a808f799136b8,collabo,Locknlock,-,//wiggle-wiggle.com/web/product/medium/202208/2419d05dd9030fe057df9b472c1fca56.jpg,[락앤락X위글위글] 테이블 머그,28000,23400,,284,false
663200f0f77a808f799136b9,collabo,Locknlock,-,//wiggle-wiggle.com/web/product/medium/202309/4e87c3a3825b499e1721dc8a896d2602.jpg,[글라스락X위글위글] 실리콘 스파우트 컵  - Blue,24900,20100,,19,false
663200f0f77a808f799136ba,collabo,Locknlock,-,//wiggle-wiggle.com/web/product/medium/202309/ed94869d68ebbf981440dfa78300422f.jpg,[글라스락X위글위글] 실리콘 스파우트 컵  - Yellow,24900,20100,,13,false
663200f0f77a808f799136bb,collabo,Locknlock,-,//wiggle-wiggle.com/web/product/medium/202302/34312643e845df8a7f27d41a8079ef71.jpg,[락앤락X위글위글] 스윙 텀블러,29800,28300,5%,707,false
663200f9f77a808f799136bd,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202302/4ea36374de9e7ed6e41a3048f3b89276.jpg,[글라스락X위글위글] 유리컵 - Smile We Love 2개 SET,17800,15700,,924,false
663200f9f77a808f799136be,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202404/76252435b3b93afbb8cd1ff0dbf8ba6a.jpg,[글라스락X위글위글] 하이볼 글라스 세트 - Wiggle Bear,15900,12800,,1,false
663200f9f77a808f799136bf,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202404/bb5165f51356a98809e977b5edeb5453.jpg,[글라스락X위글위글] 주류 선물세트,21900,17700,,1,false
663200faf77a808f799136c0,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202404/ea130fbe67db091eac53069fa428d1bd.jpg,[글라스락X위글위글] 하이볼 글라스 세트 - Smile We Love,15900,12800,,1,false
663200faf77a808f799136c1,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202404/e0fea1872607fef2152d7cee8e53afe1.jpg,[글라스락X위글위글] 가든 머그 490ml,15900,12800,,,false
663200faf77a808f799136c2,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202404/aed3d1150f45d0ad91bdca6b9ac88ae1.jpg,[글라스락X위글위글] 가든 머그 380ml,13900,11200,,,false
663200faf77a808f799136c3,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202309/4e87c3a3825b499e1721dc8a896d2602.jpg,[글라스락X위글위글] 실리콘 스파우트 컵  - Blue,24900,20100,,19,false
663200faf77a808f799136c4,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202310/d28fdf377ae21f67c54c7a90eaf13c64.jpg,[글라스락X위글위글] 이유식 4종 SET,39900,32300,,16,false
663200faf77a808f799136c5,collabo,Glasslock,-,//wiggle-wiggle.com/web/product/medium/202309/ed94869d68ebbf981440dfa78300422f.jpg,[글라스락X위글위글] 실리콘 스파우트 컵  - Yellow,24900,20100,,13,false
66320104f77a808f799136c7,collabo,Ki Eun Se,-,//wiggle-wiggle.com/web/product/medium/202401/56476785924f2c374e7b3b00628c344e.jpeg,[기은세X위글위글] 주방장갑 & 앞치마 SET - Smile Stripe,79000,47400,,44,false
66320104f77a808f799136c8,collabo,Ki Eun Se,-,//wiggle-wiggle.com/web/product/medium/202401/9d5699555eaf3830e4779e3fc86110d2.jpeg,[기은세X위글위글] 오븐장갑 & 숏앞치마 SET - Blooming Garden,79000,51100,,33,false
66320104f77a808f799136c9,collabo,Ki Eun Se,-,//wiggle-wiggle.com/web/product/medium/202401/dfd6434d3a6e5c4fc8fd39242d9fa9b5.jpeg,[기은세X위글위글] 오븐장갑 & 숏앞치마 SET - Smile Stripe,79000,51100,,17,false
6632010cf77a808f799136cb,collabo,Goldenbear,-,//wiggle-wiggle.com/web/product/medium/202307/9e5ac57a7112e161980b03f534a7e99f.jpg,[골든베어X위글위글] 반팔 크롭 폴로셔츠 - YELLOW,98000,68600,,4,false
6632010cf77a808f799136cc,collabo,Goldenbear,-,//wiggle-wiggle.com/web/product/medium/202307/987eb396ad210c9d63ecd305fe3348c3.jpg,[골든베어X위글위글] 나일론 스트레치 반팔 티셔츠 - GREEN,88000,61600,,2,false
6632010cf77a808f799136cd,collabo,Goldenbear,-,//wiggle-wiggle.com/web/product/medium/202307/dc218614f9b997ac9784b10bdac1d1f5.jpg,[골든베어X위글위글] 반팔 크롭 폴로셔츠 - PINK,98000,68600,,2,false
6632010cf77a808f799136ce,collabo,Goldenbear,-,//wiggle-wiggle.com/web/product/medium/202307/87a5ed0973dd1f2f1c3a206529271470.jpg,[골든베어X위글위글] 플레어 저지 스커트 - WHITE,88000,61600,,2,false
6632010cf77a808f799136cf,collabo,Goldenbear,-,//wiggle-wiggle.com/web/product/medium/202307/5b33ef1338eb43c97c18c3b6e0e015c7.jpg,[골든베어X위글위글] 나일론 카고 쇼츠 - GREEN,88000,61600,,2,false
6632010cf77a808f799136d0,collabo,Goldenbear,-,//wiggle-wiggle.com/web/product/medium/202307/655753357e3e23aac9a70d1a4239c77f.jpg,[골든베어X위글위글] 나일론 스트레치 반팔 티셔츠 - RED,88000,61600,,2,false
6632010cf77a808f799136d1,collabo,Goldenbear,-,//wiggle-wiggle.com/web/product/medium/202307/9628980e13862d637c5a494c46cad100.jpg,[골든베어X위글위글] 나일론 카고 쇼츠 - RED,88000,61600,,2,false
66320115f77a808f799136d3,collabo,KAKAOFRIENDS,-,//wiggle-wiggle.com/web/product/medium/202404/f967055f55207410c0343b6f92ee7806.jpg,[카카오프렌즈X위글위글] 폴딩카트,49000,49000,,3,false
66320115f77a808f799136d4,collabo,KAKAOFRIENDS,-,//wiggle-wiggle.com/web/product/medium/202404/381bfbbd7bc510a5fb0506ce02842e52.jpg,[카카오프렌즈X위글위글] 보냉백,22000,22000,,9,false
66320115f77a808f799136d5,collabo,KAKAOFRIENDS,-,//wiggle-wiggle.com/web/product/medium/202404/061fcbdb916db5e749d3008b459ef0d4.png,[카카오프렌즈X위글위글] 도시락통,13000,13000,,12,false
66320115f77a808f799136d6,collabo,KAKAOFRIENDS,-,//wiggle-wiggle.com/web/product/medium/202403/ee2d59de02975b27b7111d9f49670e12.jpg,[카카오프렌즈X위글위글] 코튼 파우치,12000,12000,,14,false
66320115f77a808f799136d7,collabo,KAKAOFRIENDS,-,//wiggle-wiggle.com/web/product/medium/202403/4ac5bc39c9f52e41c1cc41a5ef6b1473.jpg,[카카오프렌즈X위글위글] 여권지갑,10000,10000,,6,false
66320115f77a808f799136d8,collabo,KAKAOFRIENDS,-,//wiggle-wiggle.com/web/product/medium/202403/ab5eb0a684983582331a14719ebe0a68.jpg,[카카오프렌즈X위글위글] 기내용 캐리어,120000,120000,,6,false
6632011ef77a808f799136da,collabo,ABKO,-,//wiggle-wiggle.com/web/product/medium/202401/410c3c1f7131f9ea43d5c8e355af84ca.png,[앱코X위글위글] 키보드 - Color Mix,38200,38200,,404,false
6632011ef77a808f799136db,collabo,ABKO,-,//wiggle-wiggle.com/web/product/medium/202404/5c579c4ed3ddcd16ffca89eb269a6295.jpg,[앱코X위글위글] 무선 키보드 & 키패드 & 마우스 SET,78800,69800,,9,false
6632011ef77a808f799136dc,collabo,ABKO,-,//wiggle-wiggle.com/web/product/medium/202308/1bbc2564e839a831e9911555b61a30e2.jpg,[앱코X위글위글] 버티컬 마우스 - Ivory,49800,49800,,125,false
6632011ef77a808f799136dd,collabo,ABKO,-,//wiggle-wiggle.com/web/product/medium/202308/ecf4f99f65292988bf29064eb356ec9d.jpg,[앱코X위글위글] 버티컬 마우스 - Purple,49800,49800,,97,false
